Asset,Time
A230865,340
A230865,413
A055991,435
A055991,492
A055991,500
A055991,632
A055991,708
A055991,709
A835631,28
A835631,53
A835631,218
A835631,374
A835631,658
A167193,0
A167193,282
A167193,334
A167193,414
A167193,550
A167193,564
A961369,307
A961369,672
A961369,678
A961369,679
A502926,492
A275703,32
A275703,115
A275703,652
A279487,434
A279487,503
A955420,58
A955420,273
A955420,527
A955420,560
A955420,700
A547667,149
A547667,394
A547667,396
A547667,398
A547667,476
A547667,562
A547667,624
A082090,104
A082090,413
A082090,542
A405740,234
A405740,361
A842649,13
A842649,195
A842649,252
A842649,565
A528472,67
A528472,213
A528472,270
A528472,391
A528472,449
A528472,522
A528472,525
A528472,667
A001215,323
A001215,419
A104919,2
A104919,167
A104919,682
A237857,371
A237857,382
A237857,391
A237857,488
A237857,546
A040179,190
A040179,272
A040179,397
A785488,67
A785488,333
A785488,412
A785488,523
A785488,556
A985742,107
A985742,190
A985742,412
A985742,455
A985742,696
A036259,29
A036259,51
A036259,55
A036259,158
A036259,198
A036259,207
A036259,254
A036259,433
A036259,435
A036259,535
A036259,625
A036259,678
A614574,14
A614574,121
A614574,133
A614574,222
A614574,377
A614574,409
A614574,487
A614574,566
A614574,567
A614574,721
A594935,134
A594935,268
A594935,270
A594935,488
A594935,506
A594935,686
A867265,2
A867265,25
A867265,91
A867265,341
A867265,442
A144948,279
A091673,162
A091673,256
A091673,347
A091673,392
A091673,519
A091673,615
A091673,643
A091673,706
A009533,468
A009533,691
A887099,122
A887099,139
A887099,156
A887099,167
A887099,257
A887099,401
A887099,537
A172658,237
A172658,401
A172658,463
A172658,560
A172658,705
A534583,433
A534583,554
A534583,575
A387746,555
A650619,257
A650619,277
A650619,470
A650619,601
A022045,83
A022045,126
A022045,353
A022045,468
A022045,532
A607997,191
A607997,538
A331772,479
A331772,657
A031178,72
A031178,248
A031178,378
A031178,578
A297546,405
A297546,452
A297546,530
A297546,563
A355241,435
A355241,588
A355241,720
A923218,72
A923218,547
A923218,618
A923218,640
A278827,237
A278827,405
A367456,457
A367456,593
A465453,8
A465453,18
A465453,241
A465453,430
A465453,572
A465453,631
A465453,686
A757472,11
A757472,137
A757472,235
A757472,243
A757472,308
A757472,432
A757472,702
A757472,716
A757472,722
A199240,154
A199240,238
A199240,293
A199240,479
A199240,482
A199240,483
A199240,573
A199240,603
A199240,690
A199240,712
A199240,713
A199240,719
A543734,317
A543734,699
A543734,722
A738098,68
A738098,102
A738098,139
A738098,326
A738098,338
A738098,375
A738098,441
A738098,452
A320453,257
A320453,258
A320453,340
A320453,507
A320453,516
A446401,96
A446401,146
A446401,322
A446401,454
A446401,468
A805995,285
A805995,334
A805995,603
A638458,322
A638458,476
A638458,579
A225278,6
A225278,35
A225278,129
A225278,260
A225278,381
A971120,183
A971120,222
A971120,304
A971120,688
A288752,12
A288752,240
A288752,272
A288752,382
A288752,475
A288752,580
A791262,229
A791262,280
A791262,286
A791262,678
A791262,686
A333034,257
A333034,258
A830051,275
A830051,642
A830051,684
A950136,35
A950136,187
A950136,255
A950136,435
A950136,436
A521402,189
A521402,366
A735252,221
A970445,161
A970445,446
A970445,506
A970445,586
A076418,257
A076418,430
A076418,580
A076418,591
A992704,257
A992704,265
A250431,110
A250431,323
A250431,483
A250431,485
A250431,540
A250431,560
A250431,709
A629109,543
A357361,11
A357361,110
A357361,237
A471051,41
A471051,121
A471051,339
A471051,340
A471051,428
A471051,540
A242802,163
A242802,164
A242802,238
A242802,471
A242802,711
A288849,13
A288849,654
A288849,685
A288849,703
A751978,65
A185492,214
A185492,250
A185492,651
A884972,310
A884972,347
A884972,366
A180059,18
A180059,305
A180059,347
A180059,456
A180059,653
A572706,378
A572706,510
A572706,651
A772140,222
A772140,233
A772140,563
A772140,586
A772140,628
A772140,636
A772140,658
A250211,143
A250211,644
A892363,141
A892363,621
A892363,693
A778843,584
A778843,692
A860227,0
A860227,7
A860227,20
A860227,29
A860227,310
A860227,352
A860227,479
A860227,535
A860227,598
A828089,6
A828089,156
A828089,227
A806933,488
A806933,528
A806933,544
A806933,589
A806933,605
A806933,612
A806933,629
A423292,42
A755321,342
A755321,523
A755321,525
A312846,353
A312846,437
A312846,440
A312846,539
A312846,555
A312846,562
A312846,568
A922650,159
A922650,228
A922650,229
A922650,432
A244978,36
A244978,41
A244978,144
A244978,177
A244978,254
A244978,317
A244978,398
A244978,425
A244978,638
A132633,131
A132633,397
A132633,417
A132633,662
A132633,680
A116088,76
A116088,101
A116088,175
A116088,223
A116088,299
A116088,311
A116088,343
A116088,387
A116088,525
A911236,200
A911236,442
A911236,450
A889128,577
A889128,627
A889128,688
A191516,80
A191516,81
A191516,241
A191516,508
A191516,558
A710135,25
A710135,98
A710135,127
A710135,198
A710135,214
A710135,273
A710135,589
A710135,608
A710135,612
A710135,674
A254949,293
A254949,317
A254949,517
A254949,582
A254949,672
A279523,45
A279523,648
A279523,691
A279523,694
A010028,46
A010028,226
A010028,465
A010028,525
A010028,566
A010028,580
A010028,626
A010028,716
A168943,239
A168943,250
A168943,334
A168943,632
A732485,335
A732485,393
A732485,406
A732485,540
A732485,567
A829900,125
A829900,184
A829900,382
A829900,484
A829900,544
A829900,601
A829900,605
A829900,617
A896498,37
A896498,52
A896498,204
A896498,422
A413528,6
A413528,367
A413528,578
A413528,619
A413528,690
A419006,317
A421053,384
A421053,426
A369584,273
A369584,375
A369584,406
A369584,437
A369584,488
A767015,42
A767015,71
A767015,107
A767015,285
A767015,287
A213729,23
A213729,54
A213729,275
A213729,495
A213729,501
A213729,611
A559039,129
A559039,188
A559039,192
A559039,283
A559039,315
A559039,326
A559039,384
A559039,474
A559039,557
A559039,665
A336789,55
A336789,481
A336789,554
A336789,655
A176923,53
A176923,68
A176923,364
A176923,372
A176923,526
A869716,192
A869716,212
A869716,353
A869716,472
A598713,106
A598713,127
A598713,448
A598713,647
A855271,90
A855271,201
A855271,247
A855271,304
A855271,562
A855271,682
A782730,6
A782730,288
A782730,289
A782730,311
A782730,480
A782730,657
A417738,69
A417738,93
A417738,219
A941683,25
A941683,58
A941683,169
A941683,276
A941683,605
A941683,676
A645800,201
A645800,490
A645800,491
A645800,540
A865546,341
A865546,428
A931755,93
A931755,135
A931755,323
A931755,528
A931755,666
A252422,192
A252422,216
A252422,451
A252422,645
A933880,71
A933880,111
A933880,137
A933880,152
A933880,153
A760006,393
A760006,608
A760006,704
A977387,64
A977387,310
A977387,405
A435701,525
A435701,581
A435701,680
A180458,108
A180458,320
A180458,598
A236816,23
A236816,126
A236816,256
A236816,269
A236816,692
A530302,311
A530302,334
A530302,534
A530302,661
A530302,691
A530302,705
A530302,707
A530302,721
A565696,353
A565696,574
A214203,31
A214203,234
A214203,496
A098552,246
A098552,311
A098552,626
A334784,261
A334784,301
A334784,317
A334784,640
A464706,243
A464706,253
A464706,254
A464706,261
A464706,437
A127767,129
A127767,324
A273319,192
A273319,347
A172636,232
A172636,233
A172636,603
A597588,12
A597588,333
A597588,636
A612705,30
A612705,102
A612705,137
A976947,161
A976947,206
A976947,385
A976947,397
A691303,257
A691303,323
A691303,340
A691303,436
A691303,624
A433977,124
A433977,269
A433977,301
A433977,661
A433977,681
A469566,71
A469566,119
A469566,370
A291427,62
A291427,100
A291427,178
A291427,236
A291427,343
A291427,392
A231536,283
A231536,348
A231536,485
A231536,541
A231536,623
A231536,676
A452283,470
A452283,649
A290852,63
A270177,56
A270177,508
A962011,2
A962011,74
A962011,104
A962011,210
A962011,279
A962011,378
A962011,434
A962011,436
A962011,506
A962011,621
A962011,702
A201805,308
A201805,327
A201805,490
A201805,491
A201805,700
A201805,701
A048891,19
A048891,276
A048891,323
A048891,508
A384128,200
A384128,208
A384128,392
A384128,431
A384128,497
A384128,604
A384128,634
A792952,27
A792952,200
A064910,132
A064910,150
A064910,490
A064910,504
A064910,658
A635537,57
A635537,92
A635537,216
A635537,222
A635537,257
A635537,305
A635537,382
A635537,411
A635537,636
A635537,667
A635537,685
A030334,7
A030334,247
A030334,624
A833765,0
A833765,266
A833765,394
A355726,608
A355726,649
A046920,130
A046920,202
A046920,245
A046920,711
A685150,84
A685150,327
A685150,334
A685150,335
A685150,584
A663637,343
A624763,63
A624763,362
A645856,188
A645856,461
A645856,635
A756556,274
A756556,289
A756556,290
A756556,293
A756556,573
A756556,620
A276384,488
A276384,523
A665939,136
A665939,315
A665939,358
A739025,253
A739025,254
A739025,376
A739025,574
A739025,583
A526512,285
A526512,326
A526512,386
A526512,390
A526512,528
A526512,720
A763341,11
A763341,62
A763341,81
A763341,218
A763341,391
A781475,64
A781475,275
A781475,456
A781475,667
A623898,153
A623898,202
A623898,217
A623898,407
A194126,137
A194126,144
A194126,167
A100541,192
A100541,336
A100541,347
A100541,356
A100541,542
A100541,636
A372478,531
A069560,27
A069560,232
A069560,724
A644759,353
A644759,616
A120119,3
A120119,360
A120119,551
A120119,575
A120119,591
A120119,666
A120119,725
A518605,72
A615042,97
A615042,362
A441053,280
A441053,297
A441053,602
A922723,268
A922723,542
A089238,635
A696623,260
A696623,483
A060560,55
A368859,147
A368859,155
A368859,439
A368859,543
A368859,548
A368859,587
A368859,647
A368859,704
A243773,66
A709472,37
A709472,292
A709472,310
A709472,444
A709472,575
A709472,582
A174857,360
A174857,506
A174857,507
A174857,517
A174857,697
A174857,725
A035777,175
A035777,597
A695764,336
A695764,413
A384594,381
A384594,522
A384594,531
A384594,545
A589795,404
A589795,551
A417162,65
A417162,355
A417162,481
A417162,519
A417162,654
A389200,514
A389200,675
A389200,697
A526103,66
A526103,294
A120371,192
A120371,250
A120371,383
A120371,386
A120371,473
A120371,500
A120371,530
A258320,197
A258320,289
A258320,463
A563720,375
A563720,613
A563720,680
A078871,362
A078871,568
A473763,174
A473763,234
A473763,284
A473763,386
A473763,400
A409623,2
A409623,41
A409623,130
A409623,175
A908548,263
A908548,442
A908548,542
A218046,170
A218046,304
A218046,376
A218046,384
A218046,615
A273829,217
A273829,486
A469368,156
A469368,227
A469368,386
A328934,53
A328934,656
A882148,111
A882148,212
A882148,297
A882148,483
A882148,677
A174819,383
A174819,522
A231293,132
A231293,267
A231293,319
A231293,415
A231293,701
A892662,261
A892662,383
A647037,391
A647037,545
A826382,225
A826382,512
A404119,401
A404119,407
A404119,464
A384065,189
A384065,393
A384065,429
A172249,138
A172249,190
A172249,649
A975681,4
A975681,351
A975681,651
A975681,716
A306132,90
A306132,267
A569580,431
A558413,185
A558413,211
A558413,230
A558413,284
A280628,98
A280628,219
A280628,275
A280628,342
A926517,338
A926517,574
A926517,592
A838012,3
A838012,92
A838012,140
A838012,179
A838012,453
A838012,519
A838012,534
A838012,535
A838012,570
A838012,607
A838012,648
A838012,679
A168772,254
A168772,353
A168772,358
A168772,475
A168772,532
A168772,698
A168772,716
A854676,24
A854676,284
A854676,434
A854676,448
A854676,451
A297819,15
A297819,110
A297819,145
A297819,237
A297819,271
A297819,319
A297819,543
A297819,643
A518512,586
A759507,243
A759507,447
A759507,601
A079018,186
A079018,192
A079018,195
A079018,210
A079018,223
A079018,235
A808250,0
A808250,111
A808250,407
A046201,81
A046201,306
A046201,401
A046201,474
A046201,530
A046201,533
A046201,538
A046201,597
A261774,211
A261774,212
A261774,252
A261774,442
A261774,701
A399645,95
A399645,215
A399645,240
A399645,555
A399645,716
A399645,717
A118090,11
A118090,232
A118090,629
A118090,682
A984867,71
A984867,327
A984867,553
A575050,60
A575050,683
A575050,716
A871754,258
A871754,268
A871754,339
A871754,694
A172956,100
A172956,237
A172956,271
A172956,323
A172956,614
A827000,3
A827000,135
A827000,372
A827000,578
A043450,500
A043450,667
A043450,723
A362136,100
A156953,554
A514616,63
A514616,178
A514616,421
A290818,76
A290818,94
A290818,334
A290818,390
A006104,137
A006104,412
A295683,335
A295683,535
A853040,292
A853040,314
A853040,605
A853040,620
A485569,196
A485569,214
A485569,436
A485569,531
A485569,565
A485569,644
A188236,487
A188236,492
A711137,682
A803190,3
A803190,7
A803190,60
A803190,158
A803190,365
A803190,409
A803190,651
A803190,657
A677928,187
A677928,361
A677928,396
A677928,409
A677928,431
A082360,206
A082360,364
A082360,460
A082360,617
A082360,671
A548690,55
A548690,68
A178777,72
A178777,205
A178777,214
A178777,352
A178777,665
A178777,688
A178777,691
A552573,25
A552573,194
A552573,218
A552573,406
A552573,680
A944457,57
A944457,326
A944457,525
A535442,138
A535442,150
A535442,232
A535442,265
A958605,165
A958605,291
A958605,335
A958605,413
A958605,478
A958605,692
A958605,729
A163393,256
A163393,311
A163393,550
A163393,556
A163393,638
A163393,656
A987041,90
A987041,480
A987041,512
A439286,274
A439286,275
A439286,704
A841288,54
A841288,233
A841288,278
A841288,293
A841288,342
A841288,343
A405243,120
A405243,135
A405243,408
A405243,457
A405243,686
A405243,710
A537609,105
A537609,176
A562941,7
A562941,225
A562941,233
A562941,242
A562941,249
A562941,263
A562941,311
A562941,497
A562941,543
A562941,605
A562941,710
A453670,86
A453670,133
A453670,317
A453670,492
A453670,503
A870653,343
A870653,391
A870653,590
A101851,126
A101851,170
A101851,207
A101851,264
A101851,529
A101851,591
A101851,636
A101851,638
A082667,337
A082667,383
A082667,496
A082667,552
A082667,597
A629188,435
A629188,466
A629188,606
A160266,587
A160266,616
A160266,706
A189049,4
A189049,185
A423601,35
A423601,184
A701422,21
A701422,294
A701422,355
A701422,368
A701422,446
A701422,625
A701422,658
A985188,14
A985188,75
A985188,664
A985188,706
A985188,708
A931000,342
A931000,648
A931000,682
A058871,193
A058871,382
A058871,520
A058871,650
A470468,167
A470468,178
A908825,235
A299932,492
A299932,591
A299932,606
A006503,389
A006503,531
A006503,641
A698081,80
A122167,56
A122167,117
A122167,677
A589997,581
A589997,586
A589997,653
A311421,574
A311421,599
A456891,190
A456891,216
A456891,730
A003120,24
A003120,70
A003120,139
A003120,525
A003120,565
A704175,65
A704175,289
A704175,529
A784621,122
A784621,219
A784621,424
A784621,669
A333832,85
A333832,107
A333832,350
A333832,519
A333832,538
A333832,567
A333832,569
A818928,29
A818928,166
A818928,193
A818928,254
A818928,624
A818928,644
A546225,253
A546225,254
A546225,446
A546225,505
A790976,77
A790976,306
A790976,308
A790976,322
A790976,549
A198213,109
A198213,213
A198213,478
A479849,277
A479849,447
A479849,489
A479849,621
A479849,642
A479849,653
A479849,661
A479849,707
A945438,163
A945438,295
A945438,345
A945438,377
A945438,500
A945438,524
A068651,1
A068651,25
A068651,67
A068651,86
A068651,166
A068651,247
A068651,303
A068651,516
A068651,707
A068651,726
A620036,39
A620036,114
A620036,172
A620036,331
A620036,541
A403673,124
A403673,179
A403673,587
A401203,181
A401203,324
A401203,355
A401203,369
A401203,444
A401203,552
A401203,573
A497432,30
A497432,233
A497432,452
A497432,473
A497432,565
A497432,588
A113054,370
A113054,421
A113054,616
A113054,632
A113054,642
A136104,44
A136104,209
A136104,269
A136104,433
A136104,576
A136104,699
A315375,70
A315375,137
A315375,248
A315375,381
A315375,508
A315375,723
A879926,135
A879926,162
A879926,298
A879926,524
A758526,250
A758526,433
A758526,435
A758526,543
A758526,634
A758526,678
A366312,42
A366312,58
A366312,246
A366312,302
A366312,622
A366312,627
A161423,107
A161423,304
A161423,494
A161423,562
A962269,65
A962269,152
A962269,515
A962474,43
A962474,182
A200571,431
A200571,503
A200571,508
A200571,595
A200571,666
A200571,720
A399520,32
A399520,48
A399520,51
A399520,213
A399520,224
A399520,250
A399520,530
A324074,102
A324074,356
A324074,370
A848672,90
A848672,138
A848672,153
A848672,359
A848672,471
A848672,606
A848672,718
A848672,719
A844559,180
A600934,6
A600934,19
A600934,424
A600934,542
A577832,165
A577832,432
A577832,464
A577832,481
A577832,585
A374129,39
A374129,52
A374129,334
A374129,448
A374129,494
A374129,606
A374129,608
A374129,624
A374129,630
A867946,122
A867946,197
A867946,262
A867946,395
A867946,406
A867946,455
A867946,654
A867946,696
A983035,432
A983035,494
A983035,549
A319257,0
A319257,350
A319257,514
A319257,533
A319257,597
A319257,614
A319257,629
A981683,142
A981683,203
A981683,433
A981683,668
A981683,721
A833671,26
A833671,158
A833671,526
A833671,635
A660370,143
A660370,620
A660370,680
A999836,461
A999836,715
A802257,412
A802257,715
A802257,718
A667996,123
A667996,679
A543476,101
A543476,110
A543476,135
A543476,138
A543476,258
A543476,449
A543476,519
A543476,520
A548447,235
A548447,496
A548447,614
A918364,64
A918364,188
A918364,206
A918364,207
A918364,348
A918364,360
A918364,371
A918364,379
A918364,403
A918364,507
A388595,4
A388595,445
A388595,447
A388595,537
A937339,202
A937339,628
A845598,113
A845598,439
A845598,446
A845598,529
A457679,282
A457679,359
A457679,456
A350136,45
A350136,135
A350136,414
A350136,580
A615715,265
A615715,297
A615715,498
A615715,575
A615715,621
A680182,286
A680182,364
A852615,394
A852615,488
A852615,658
A766039,376
A766039,708
A991647,58
A991647,72
A991647,324
A991647,475
A991647,508
A991647,564
A991647,667
A418909,133
A418909,275
A418909,390
A418909,531
A450732,107
A450732,313
A450732,498
A384302,115
A384302,399
A384302,660
A123400,310
A123400,432
A123400,571
A123400,621
A123400,676
A945761,97
A945761,100
A945761,447
A945761,450
A945761,516
A945761,525
A945761,725
A244396,168
A475978,88
A475978,561
A138723,98
A138723,453
A138723,663
A394433,178
A394433,308
A394433,360
A394433,526
A394433,583
A394433,670
A367049,208
A367049,393
A367049,411
A367049,508
A933901,251
A933901,445
A933901,490
A933901,516
A933901,534
A933901,563
A933901,723
A222472,102
A776595,122
A776595,140
A776595,150
A776595,161
A776595,212
A476143,103
A476143,156
A476143,157
A476143,451
A476143,462
A476143,500
A219459,178
A219459,405
A975052,124
A975052,550
A975052,556
A752931,106
A424837,154
A424837,167
A424837,613
A039156,99
A039156,132
A039156,294
A039156,549
A039156,550
A039156,581
A540416,711
A669761,388
A669761,421
A669761,624
A669761,645
A669761,666
A669761,689
A284590,204
A284590,229
A284590,338
A284590,620
A744473,541
A744473,571
A744473,575
A229876,355
A319166,139
A319166,591
A747715,516
A422889,164
A422889,486
A758774,137
A758774,264
A514266,223
A514266,432
A514266,679
A118184,375
A118184,546
A118184,653
A144126,125
A144126,157
A144126,172
A144126,197
A144126,276
A144126,470
A144126,662
A144126,688
A747562,175
A747562,183
A747562,197
A747562,268
A747562,403
A874059,169
A874059,461
A655761,622
A655761,624
A674688,210
A674688,241
A674688,389
A791699,252
A791699,451
A791699,697
A957424,326
A673173,501
A402347,152
A402347,676
A402347,715
A551995,493
A551995,512
A551995,541
A551995,583
A551995,590
A551995,627
A551995,642
A758102,377
A758102,719
A982850,158
A982850,198
A295819,218
A295819,299
A034766,650
A286592,435
A286592,486
A286592,542
A344353,278
A344353,724
A381390,341
A381390,508
A168058,151
A168058,482
A168058,639
A966173,219
A813790,155
A813790,682
A454677,591
A171104,174
A171104,496
A171104,557
A092788,184
A603112,165
A603112,244
A603112,600
A603112,620
A603112,689
A894249,228
A894249,248
A894249,263
A894249,278
A471149,171
A471149,255
A580182,712
A261582,281
A261582,348
A261582,508
A261582,517
A261582,614
A186389,519
A186389,711
A861689,181
A861689,271
A861689,556
A861689,578
A861689,615
A409842,199
A409842,483
A409842,488
A409842,589
A409842,598
A447240,529
A447240,679
A406823,647
A406823,648
A406823,653
A406823,654
A865245,433
A865245,519
A935807,180
A080581,490
A080581,694
A080581,722
A111529,229
A111529,363
A111529,364
A111529,527
A453901,515
A140214,589
A140214,678
A349931,200
A349931,352
A159988,234
A159988,488
A159988,645
A552005,659
A439449,267
A439449,391
A439449,497
A439449,583
A439449,657
A908270,353
A908270,393
A908270,485
A673112,184
A673112,201
A673112,215
A673112,238
A673112,574
A673112,577
A673112,591
A508972,535
A746151,276
A746151,286
A746151,592
A845495,286
A845495,394
A845495,661
A990216,728
A530803,241
A453075,252
A453075,541
A453075,718
A736896,241
A736896,244
A736896,297
A736896,298
A736896,312
A736896,340
A736896,342
A144491,310
A144491,584
A144491,643
A095288,357
A095288,411
A120421,317
A120421,318
A120421,357
A120421,409
A120421,448
A154719,233
A154719,406
A154719,543
A154719,544
A678675,272
A678675,589
A225105,469
A503595,228
A503595,303
A116250,304
A116250,306
A288080,306
A288080,472
A556412,486
A556412,685
A444139,290
A444139,308
A444139,310
A444139,535
A444139,545
A098261,296
A098261,297
A098261,455
A056376,258
A056376,260
A056376,502
A056376,505
A056376,676
A977282,302
A977282,310
A977282,312
A977282,535
A560932,279
A560932,549
A560932,573
A560932,574
A560932,582
A560932,727
A246359,317
A246359,318
A246359,342
A246359,366
A246359,458
A246359,582
A954520,290
A493965,316
A493965,317
A493965,707
A467386,427
A467386,550
A467386,594
A663518,327
A663518,351
A663518,363
A663518,684
A225268,579
A225268,580
A225268,592
A612736,331
A617313,251
A617313,281
A617313,580
A617313,591
A617313,598
A574664,348
A574664,350
A875178,345
A875178,346
A875178,349
A875178,418
A875178,464
A715667,360
A715667,613
A131731,389
A131731,405
A131731,691
A398898,273
A398898,410
A936257,278
A936257,294
A936257,510
A574968,340
A574968,342
A574968,539
A574968,569
A063140,519
A106607,324
A509126,276
A509126,458
A099389,314
A099389,505
A824589,485
A824589,528
A001201,392
A001201,575
A001201,647
A145148,424
A433736,362
A744372,400
A744372,450
A744372,494
A443992,686
A364524,319
A364524,489
A364524,639
A986441,376
A986441,441
A986441,526
A986441,557
A986441,662
A986441,730
A693578,548
A693578,672
A274995,396
A640394,304
A640394,477
A829833,478
A829833,557
A829833,567
A829833,592
A142246,563
A142246,708
A762333,436
A762333,688
A762333,689
A762333,719
A886677,400
A886677,401
A886677,691
A886677,716
A230458,418
A230458,442
A598523,578
A060610,298
A252046,651
A904014,298
A074619,390
A074619,400
A880393,337
A880393,338
A880393,425
A264285,306
A264285,671
A264285,692
A218408,311
A218408,619
A218408,692
A872034,333
A872034,565
A591493,462
A272276,717
A515492,724
A709771,383
A709771,599
A709771,620
A648126,348
A648126,455
A648126,596
A648126,597
A648126,615
A648126,696
A217596,545
A938090,417
A782350,451
A996445,589
A263166,314
A639423,516
A639423,540
A639423,578
A639423,648
A234633,473
A413759,496
A413759,550
A413759,687
A756207,380
A756207,382
A756207,447
A998424,510
A676672,409
A030873,372
A030873,475
A030873,608
A658462,402
A658462,688
A658462,695
A351434,350
A351434,351
A351434,633
A351434,696
A262681,419
A262681,475
A262681,489
A900195,662
A982449,603
A982449,620
A872256,438
A872256,448
A872256,454
A872256,526
A786328,410
A786328,454
A786328,458
A786328,636
A786328,637
A786328,666
A491911,407
A491911,462
A143266,553
A366762,460
A366762,473
A366762,482
A366762,491
A366762,499
A366762,628
A485792,435
A485792,440
A485792,499
A485792,651
A692169,448
A763677,402
A763677,522
A763677,559
A763677,567
A763677,592
A763677,609
A763677,685
A463609,397
A463609,487
A462792,719
A936583,425
A936583,649
A936583,660
A936583,709
A936583,713
A736299,401
A736299,615
A407057,470
A407057,483
A407057,488
A407057,495
A407057,575
A407057,667
A192912,510
A192912,518
A192912,594
A982085,454
A982085,640
A982085,696
A982085,714
A680576,490
A680576,498
A680576,585
A680576,665
A681484,648
A681484,654
A118548,406
A118548,409
A118548,524
A118548,586
A697820,409
A697820,522
A018997,408
A018997,460
A018997,461
A018997,632
A599050,365
A599050,483
A599050,492
A599050,548
A027486,397
A027486,528
A027486,537
A027486,581
A027486,582
A641022,553
A641022,573
A641022,637
A306256,480
A306256,714
A066676,363
A066676,602
A903619,394
A903619,440
A903619,452
A903619,476
A903619,478
A903619,718
A410980,575
A179477,622
A517963,514
A352073,499
A352073,529
A149583,419
A149583,430
A149583,446
A149583,493
A149583,544
A149583,546
A907471,373
A907471,508
A907471,520
A907471,547
A907471,618
A907471,645
A217532,497
A217532,559
A217532,574
A217532,593
A217532,616
A766568,615
A766568,674
A963781,478
A963781,542
A963781,601
A726282,517
A726282,551
A726282,637
A726282,677
A726282,680
A763415,574
A761555,644
A476328,157
A476328,282
A476328,582
A945994,179
A945994,189
A945994,201
A945994,211
A945994,365
A945994,452
A945994,583
A077969,279
A077969,568
A077969,571
A878971,173
A878971,183
A878971,208
A878971,220
A878971,460
A878971,501
A878971,524
A424114,329
A424114,425
A424114,692
A424114,708
A580812,199
A580812,434
A580812,445
A580812,671
A064848,197
A064848,202
A064848,355
A064848,465
A064848,527
A064848,533
A064848,590
A064848,652
A018230,195
A018230,206
A018230,212
A018230,233
A018230,339
A018230,344
A018230,364
A018230,511
A018230,636
A018230,664
A018230,693
A018230,730
A786862,203
A786862,232
A786862,460
A786862,526
A786862,549
A859398,184
A859398,254
A859398,267
A859398,610
A602700,486
A602700,564
A946560,426
A946560,447
A946560,491
A946560,501
A946560,508
A946560,723
A744478,571
A744478,596
A744478,675
A138201,422
A138201,448
A138201,465
A138201,497
A138201,637
A101629,549
A101629,668
A101629,709
A025426,524
A465603,404
A465603,467
A465603,661
A465603,668
A935745,420
A935745,435
A935745,487
A935745,577
A650458,593
A650458,594
A650458,600
A863308,572
A863308,598
A863308,639
A119962,462
A119962,474
A119962,640
A618371,486
A618371,539
A618371,661
A944917,466
A944917,476
A944917,490
A944917,511
A944917,535
A944917,543
A944917,556
A944917,565
A944917,602
A944917,605
A390941,462
A390941,469
A390941,566
A390941,574
A390941,601
A850177,445
A850177,547
A850177,564
A150144,408
A150144,446
A150144,629
A210517,408
A210517,417
A210517,521
A210517,704
A678512,408
A678512,509
A678512,516
A678512,715
A688483,403
A688483,533
A910379,463
A910379,519
A123732,510
A123732,697
A123732,705
A035423,467
A035423,470
A035423,517
A557388,493
A652005,661
A356215,694
A356215,729
A460803,565
A460803,611
A460803,648
A460803,649
A028017,536
A028017,578
A028017,595
A403599,474
A403599,481
A403599,504
A403599,533
A047287,441
A047287,462
A047287,472
A047287,516
A047287,519
A047287,546
A047287,559
A047287,571
A047287,575
A047287,642
A047287,662
A047287,685
A293601,595
A384922,466
A834988,453
A834988,475
A834988,725
A362287,446
A392192,551
A392192,589
A392192,657
A168296,545
A958754,451
A958754,524
A958754,601
A649891,459
A649891,466
A649891,526
A649891,541
A649891,620
A093482,492
A093482,534
A505981,459
A505981,590
A505981,711
A505981,713
A505981,727
A505981,729
A210720,476
A210720,575
A822257,553
A822257,567
A822257,698
A674062,478
A674062,609
A815477,464
A815477,676
A171983,642
A094922,595
A152180,460
A152180,584
A152180,610
A291489,472
A291489,606
A937969,574
A937969,671
A037901,454
A037901,463
A037901,585
A279847,456
A279847,567
A108380,568
A828423,726
A828423,727
A681673,632
A335909,585
A335909,625
A335909,653
A335909,661
A335909,668
A335909,686
A335909,695
A335909,708
A203778,498
A116159,459
A116159,471
A116159,490
A116159,491
A460233,548
A534141,472
A534141,488
A534141,590
A367648,511
A367648,680
A800420,466
A555087,489
A555087,599
A771588,573
A771588,652
A481242,539
A481242,662
A481242,670
A935128,473
A054380,492
A054380,618
A054380,624
A054380,625
A070969,475
A070969,499
A070969,592
A335075,545
A335075,555
A797277,664
A797277,722
A797277,723
A992233,491
A992233,572
A992233,717
A434767,581
A707371,582
A707371,591
A707371,681
A707371,702
A686075,517
A254403,539
A254403,594
A254403,629
A254403,633
A254403,634
A254403,638
A198529,520
A198529,591
A198529,659
A198529,687
A961534,540
A961534,684
A268624,527
A268624,571
A268624,592
A268624,593
A846791,499
A308533,611
A982685,661
A146864,642
A146864,679
A146864,685
A768609,511
A768609,512
A513853,641
A513853,707
A161264,501
A161264,544
A936458,678
A936458,703
A416490,549
A416490,564
A416490,566
A647550,611
A647550,612
A691686,553
A102974,541
A102974,594
A102974,618
A822877,505
A822877,510
A822877,541
A822877,552
A822877,555
A015223,540
A015223,642
A045846,592
A045846,695
A640884,582
A640884,714
A046937,536
A046937,605
A337702,579
A337702,595
A337702,672
A546421,635
A546421,651
A546421,674
A156160,518
A156160,554
A156160,601
A973934,519
A973934,655
A973934,712
A341291,571
A341291,578
A341291,607
A941138,610
A941138,621
A941138,654
A941138,704
