Asset,Time,Use
A107779,233,31585.319759275262
A107779,267,31648.048333489645
A107779,360,31812.017908877944
A107779,451,32055.346424667696
A107779,491,32163.589685288796
A107779,493,32168.257858253586
A107779,633,32546.67162921199
A107779,639,32560.967908916664
A272649,19,31049.355150755153
A272649,81,31207.48950993746
A272649,129,31311.64811921437
A272649,142,31336.73954890012
A272649,143,31338.490113761916
A272649,144,31340.532439434013
A272649,263,31764.75265760943
A272649,268,31778.173654883205
A272649,279,31805.890931861657
A272649,280,31808.51677915435
A272649,354,31924.637581653536
A272649,355,31927.55518975653
A272649,439,32151.919252876818
A272649,483,32250.534406758034
A272649,495,32271.249424289297
A272649,500,32284.67042156307
A272649,579,32532.958871127914
A272649,628,32671.837016830457
A869829,79,31047.312825083056
A869829,222,31359.496892103478
A869829,235,31390.131777184924
A869829,236,31392.174102857018
A869829,267,31472.408325689372
A869829,274,31490.205735117637
A869829,450,31982.40622209283
A869829,582,32420.630959162623
A869829,582,32420.630959162623
A869829,583,32423.840328075916
A869829,634,32594.5204021011
A869829,690,32734.273830234542
A869829,690,32734.273830234542
A869829,691,32737.191438337537
A877203,20,31111.20844253864
A877203,86,31283.63908142562
A877203,155,31456.6532419332
A877203,168,31490.789256738237
A877203,188,31518.798294526987
A877203,189,31521.42414181968
A877203,203,31557.018960676214
A877203,204,31558.47776472771
A877203,273,31734.409533338287
A877203,325,31844.403358821186
A877203,460,32167.966097443288
A877203,514,32353.525972793745
A877203,519,32365.196405205723
A877203,559,32444.555345607176
A877203,568,32457.976342880953
A877203,590,32512.243853596654
A877203,643,32635.950437163625
A980387,73,31359.78865291378
A980387,94,31407.92918661319
A980387,263,31844.986880441782
A980387,266,31853.447943940468
A980387,281,31878.24761281592
A980387,297,31902.171999260478
A980387,319,31951.479576201087
A980387,338,31965.775855905762
A980387,459,32304.218395853135
A980387,466,32314.138263403318
A980387,519,32445.138867227775
A980387,520,32447.181192899872
A980387,649,32815.38333549779
A980387,684,32877.820148901876
A573387,117,30954.241126597528
A573387,135,30995.67116166005
A573387,163,31081.74060069839
A573387,196,31167.518278926433
A573387,196,31167.810039736734
A573387,197,31170.14412621913
A573387,198,31172.769973511822
A573387,200,31177.146385666314
A573387,252,31325.36087729844
A573387,253,31326.819681349938
A573387,353,31505.37729725321
A573387,538,32055.054663857394
A573387,542,32066.141574648776
A573387,545,32074.019116526862
A573387,546,32076.061442198956
A573387,611,32275.33407563349
A573387,612,32277.959922926184
A573387,681,32403.70883216525
A573387,681,32403.70883216525
A573387,687,32422.673284834716
A482020,14,31464.530783811286
A482020,86,31685.39371720798
A482020,122,31761.251527885837
A482020,183,31947.103164046595
A482020,259,32193.34928793934
A482020,259,32193.93280955994
A482020,263,32206.478524402817
A482020,274,32237.11340948426
A482020,317,32352.942451173145
A482020,404,32581.974687258225
A482020,411,32602.981465599783
A482020,530,32892.69995022715
A482020,555,32954.84500282093
A482020,646,33155.57644030696
A482020,693,33251.85750770579
A482020,714,33294.16282519921
A482020,717,33301.4568454567
A666266,43,30655.186296040578
A666266,66,30711.496132428376
A666266,121,30927.107371239676
A666266,141,30965.911559009506
A666266,236,31133.674024931697
A666266,240,31145.927978964275
A666266,297,31266.133432807652
A666266,330,31354.53695832839
A666266,451,31641.04607404246
A666266,460,31664.970460487017
A666266,472,31677.224414519595
A666266,517,31798.59691160417
A666266,552,31887.875719555803
A666266,568,31947.103164046595
A124448,3,30584.28841913781
A124448,88,30893.84663886554
A124448,99,30921.855676654286
A124448,102,30929.441457722074
A124448,102,30930.02497934267
A124448,238,31279.554430081425
A124448,239,31282.76379899472
A124448,290,31423.100748748762
A124448,390,31548.84965798783
A124448,471,31804.140366999858
A124448,502,31908.590737087066
A124448,522,31949.43725052899
A124448,615,32214.6478270912
A124448,658,32354.109494414344
A124448,658,32354.109494414344
A254926,105,30684.945898691123
A254926,274,31164.30891001314
A254926,277,31172.769973511822
A254926,277,31173.061734322124
A254926,302,31215.367051815545
A254926,303,31218.28465991854
A254926,424,31565.771784985198
A254926,457,31631.126206492278
A254926,562,31949.43725052899
A254926,640,32156.00390422101
A254926,643,32163.881446099094
A821528,30,31207.19774912716
A821528,34,31218.28465991854
A821528,101,31421.058423076665
A821528,103,31427.185400092956
A821528,225,31772.338438677216
A821528,226,31774.089003539015
A821528,236,31798.30515079387
A821528,236,31799.180433224767
A821528,237,31801.514519707165
A821528,237,31802.389802138063
A821528,269,31882.040503349814
A821528,283,31930.764558669824
A821528,349,32090.35772190363
A821528,349,32090.64948271393
A821528,350,32092.691808386026
A821528,353,32101.73639350531
A821528,472,32414.503982146332
A821528,473,32416.838068628727
A821528,507,32529.45774140432
A821528,513,32535.87647923091
A821528,515,32541.711695436898
A821528,654,32908.45503398332
A296536,96,31412.013837957384
A296536,160,31557.310721486516
A296536,413,32265.997729703908
A296536,466,32401.958267303457
A296536,577,32766.367519367483
A296536,652,32976.7270635934
A938154,20,30696.0328094825
A938154,61,30795.52324579462
A938154,101,30929.441457722074
A938154,150,31030.682458895986
A938154,151,31033.89182780928
A938154,275,31325.36087729844
A938154,287,31356.871044810785
A938154,292,31369.41675965366
A938154,292,31369.41675965366
A938154,386,31662.63637400462
A938154,473,31903.630803311975
A938154,521,32039.591340911524
A938154,530,32046.30183954841
A938154,536,32061.765162494285
A938154,538,32068.183900320873
A938154,548,32083.355462456442
A938154,630,32336.312084986075
A938154,664,32425.299132127413
A938154,684,32491.82059687569
A938154,712,32572.638341328642
A938154,720,32588.685185895112
A503676,77,30832.285107892352
A503676,197,31118.210701985823
A503676,200,31125.21296143301
A503676,200,31126.38000467421
A503676,258,31307.855228680473
A503676,418,31880.28993848802
A503676,430,31915.592996534255
A503676,431,31918.51060463725
A503676,442,31942.726751892103
A503676,558,32392.330160563575
A503676,626,32508.74272387306
A661033,164,31045.562260221257
A661033,350,31750.456377904757
A661033,481,32013.62462879487
A661033,534,32185.763506871554
A661033,539,32198.01746090413
A661033,563,32249.659124327136
A661033,566,32258.70370944642
A661033,719,32703.930705963397
A661033,720,32707.140074876694
A166129,91,31435.35470278134
A166129,97,31455.777959502302
A166129,164,31664.386938866417
A166129,165,31667.30454696941
A166129,174,31705.23345230834
A166129,278,32024.128017965653
A166129,284,32042.50894901452
A166129,334,32223.984173020785
A166129,577,32813.0492490154
A166129,609,32910.78912046571
A166129,649,33009.40427434693
A790520,4,31171.311169460325
A790520,182,31753.37398600775
A790520,269,31983.28150452373
A790520,368,32281.461052649778
A790520,378,32313.26298097242
A790520,555,32880.445996194576
A790520,640,33094.01490933378
A798053,29,31185.0239275444
A798053,97,31414.93144606038
A798053,98,31418.14081497367
A798053,139,31532.21929180076
A798053,208,31671.389198313605
A798053,212,31684.22667396678
A798053,297,31917.051800585752
A798053,396,32175.260117700775
A798053,580,32813.9245314463
A798053,582,32820.635030083184
A798053,643,33006.48666624394
A798053,692,33135.4449443963
A254485,74,31079.698275026294
A254485,104,31191.73442618129
A254485,104,31192.317947801886
A254485,126,31227.037484227523
A254485,291,31655.634114557433
A254485,307,31695.313584758158
A254485,346,31775.547807590512
A254485,445,32027.629147689247
A254485,450,32033.172603084935
A254485,459,32048.344165220507
A254485,516,32190.723440646645
A254485,528,32214.0643054706
A254485,536,32232.73699732977
A254485,662,32546.37986840169
A254485,706,32651.705520919793
A254485,721,32680.00631951884
A254485,722,32681.46512357034
A220378,47,31190.56738294009
A220378,85,31336.73954890012
A220378,86,31340.532439434013
A220378,106,31388.964733943725
A220378,108,31395.966993390914
A220378,152,31532.51105261106
A220378,183,31578.901021448673
A220378,185,31584.736237654663
A220378,190,31601.074843031434
A220378,191,31604.867733565326
A220378,296,31945.0608383745
A220378,460,32285.545703993972
A220378,462,32290.79739857936
A220378,476,32298.383179647146
A220378,480,32308.88656881793
A220378,575,32629.823460147334
A220378,640,32871.10965026499
A220378,643,32878.987192143075
A220378,649,32897.076362381646
A220378,659,32911.95616370691
A434338,91,31185.607449165
A434338,94,31195.527316715183
A434338,282,31646.29776862785
A434338,656,32687.883861396927
A475922,15,30718.49839187556
A475922,74,30911.935809104107
A475922,201,31187.3580140268
A475922,201,31188.233296457696
A475922,266,31360.955696154975
A475922,267,31362.998021827072
A475922,303,31447.608656813918
A475922,381,31695.313584758158
A475922,522,32100.56935026411
A475922,572,32298.674940457448
A475922,623,32504.366311718568
A475922,708,32824.427920617076
A475922,709,32827.63728953037
A914056,86,31512.963078320998
A914056,138,31627.625076768683
A914056,141,31637.836705129164
A914056,171,31680.433783432887
A914056,173,31687.436042880076
A914056,237,31901.29671682958
A914056,238,31905.67312898407
A914056,329,32244.407429741746
A914056,334,32260.74603511852
A914056,406,32408.668765940343
A914056,511,32770.743931521974
A914056,513,32777.45443015886
A914056,524,32795.54360039743
A914056,525,32799.04473012102
A914056,574,32987.230452764175
A914056,575,32990.731582487766
A914056,610,33115.31344848564
A914056,697,33334.134056210234
A884383,135,31386.92240827163
A884383,140,31402.9692528381
A884383,239,31683.64315234618
A884383,239,31683.64315234618
A884383,322,31980.072135610433
A884383,324,31985.907351816422
A884383,353,32069.64270437237
A884383,355,32075.769681388658
A884383,361,32091.816525955128
A884383,429,32286.42098642487
A884383,506,32598.313292634994
A884383,514,32625.447047992842
A884383,538,32698.970772188306
A884383,598,32869.94260702379
A884383,609,32901.16101372583
A884383,616,32924.210117739494
A884383,620,32937.04759339267
A884383,662,33061.921220200835
A884383,699,33118.23105658864
A877007,48,30499.677784150965
A877007,104,30612.58921773686
A877007,105,30614.339782598654
A877007,105,30614.339782598654
A877007,192,30772.474141780964
A877007,198,30781.226966089947
A877007,222,30819.155871428877
A877007,260,30916.3122212586
A877007,347,31168.101800547032
A877007,406,31338.19835295162
A877007,472,31507.12786211501
A877007,516,31617.996970028802
A877007,537,31686.560760449174
A877007,540,31693.85478070666
A877007,590,31884.374589832212
A877007,636,31966.359377526358
A180054,55,28448.01576612515
A180054,228,28841.892860029424
A180054,261,28907.830803157103
A180054,336,29129.86077979499
A180054,348,29132.19486627739
A180054,351,29139.488886534877
A180054,364,29142.69825544817
A180054,365,29145.324102740866
A180054,403,29227.600651245313
A180054,406,29234.3111498822
A180054,438,29297.915006527484
A180054,467,29387.48557528942
A180054,598,29819.29157453262
A180054,599,29822.209182635615
A335195,84,31389.256494754023
A335195,85,31392.46586366732
A335195,129,31550.01670122903
A335195,131,31555.26839581442
A335195,213,31765.33617923003
A335195,224,31777.59013326261
A335195,324,32041.63366658362
A335195,489,32577.89003591403
A335195,550,32769.86864909108
A335195,678,33160.536374082054
A180844,39,31164.89243163374
A180844,40,31167.810039736734
A180844,75,31257.964130119268
A180844,78,31266.42519361795
A180844,124,31424.851313610558
A180844,129,31441.18991898733
A180844,244,31725.364948219005
A180844,246,31732.36720766619
A180844,262,31782.2583062274
A180844,307,31926.679907325633
A180844,313,31935.140970824315
A180844,435,32283.503378321875
A180844,496,32563.88551701966
A180844,532,32653.456085781592
A180844,533,32656.665454694885
A180844,545,32683.215688432138
A180844,645,32966.22367442262
A180844,646,32969.14128252561
A180844,677,33010.86307839843
A180844,683,33030.119291878196
A180844,720,33138.070791688995
A106966,129,31290.057819252208
A106966,153,31311.64811921437
A106966,238,31599.907799790235
A106966,317,31791.302891346684
A106966,473,32254.035536481628
A106966,497,32357.902384948236
A106966,545,32438.13660778059
A106966,588,32575.264188621335
A106966,589,32578.18179672433
A106966,634,32754.405326145206
A106966,679,32888.03177726236
A106966,703,32958.34613254453
A265011,13,30953.65760497693
A265011,80,31133.965785741995
A265011,121,31224.70339774513
A265011,122,31228.49628827902
A265011,195,31403.844535268996
A265011,195,31404.136296079298
A265011,304,31736.451859010383
A265011,304,31737.035380630983
A265011,304,31737.035380630983
A265011,488,32228.360585175276
A265011,615,32716.184659995975
A265011,654,32847.76878544103
A265011,661,32869.35908540319
A265011,672,32887.44825564176
A265011,675,32893.283471847746
A265011,675,32894.450515088945
A265011,705,32967.098956853515
A265011,705,32967.39071766381
A415390,97,31103.914422281152
A415390,115,31142.71861005098
A415390,117,31147.97030463637
A415390,175,31293.558948975802
A415390,244,31456.3614811229
A415390,304,31616.538165977305
A415390,384,31819.603689945732
A415390,386,31824.56362372082
A415390,415,31906.25665060467
A415390,484,32095.317655678722
A415390,485,32095.60941648902
A415390,547,32302.759591801638
A415390,575,32383.86909706489
A415390,665,32783.87316798545
A415390,715,32974.1012163007
A693816,25,31066.56903856282
A693816,26,31068.903125045217
A693816,103,31328.570246211737
A693816,191,31612.745275443413
A693816,293,31912.09186681066
A693816,294,31915.301235723953
A693816,301,31937.766818117012
A693816,363,32053.3040989956
A693816,471,32383.28557544429
A693816,472,32385.911422736986
A693816,497,32456.809299639754
A693816,601,32723.47868025346
A693816,607,32740.10904644053
A693816,607,32740.69256806113
A693816,613,32756.7394126276
A693816,651,32874.319019178285
A693816,658,32888.03177726236
A313339,46,30882.17620645356
A313339,121,31090.201664197077
A313339,121,31091.076946627974
A313339,139,31147.97030463637
A313339,169,31228.49628827902
A313339,170,31230.830374761415
A313339,171,31233.74798286441
A313339,182,31256.21356525747
A313339,322,31665.262221297315
A313339,408,31934.265688393418
A313339,463,32095.90117729932
A313339,591,32551.33980217678
A367237,47,30871.96457809308
A367237,102,31145.052696533374
A367237,102,31145.344457343675
A367237,125,31177.729907286914
A367237,156,31237.832634208604
A367237,159,31247.168980138187
A367237,179,31282.47203818442
A367237,209,31293.2671881655
A367237,218,31315.44100974826
A367237,241,31376.41901910085
A367237,242,31376.710779911147
A367237,249,31392.46586366732
A367237,275,31472.11656487907
A367237,344,31727.4072738911
A367237,361,31746.955248181166
A367237,389,31816.977842653036
A367237,494,32091.816525955128
A367237,510,32129.161909673458
A367237,526,32160.6720771858
A367237,600,32310.928894490025
A367237,703,32665.41827900387
A367237,705,32670.086451968662
A367237,714,32687.00857896603
A367237,719,32700.721337050105
A595791,26,31222.369311262733
A595791,71,31282.180277374122
A595791,120,31420.183140645768
A595791,121,31423.39250955906
A595791,132,31436.813506832837
A595791,501,32405.75115783735
A595791,502,32407.501722699144
A595791,686,32935.88055015147
A595791,716,32993.94095140106
A515643,132,31414.93144606038
A515643,133,31417.849054163373
A515643,134,31422.808987938464
A515643,208,31659.427005091326
A515643,320,31995.243697746006
A515643,360,32089.19067866243
A515643,401,32151.919252876818
A515643,501,32475.77375230922
A515643,576,32735.73263428604
A515643,576,32736.024395096338
A515643,685,33070.67404450982
A816821,116,31166.351235685237
A816821,117,31169.26884378823
A816821,149,31239.2914382601
A816821,251,31482.619954049853
A816821,302,31589.404410619456
A816821,307,31589.696171429754
A816821,320,31622.081621372996
A816821,485,32060.889880063387
A816821,617,32390.871356512078
A816821,623,32407.501722699144
A816821,672,32532.958871127914
A816821,685,32576.139471052233
A816821,695,32600.35561830709
A816821,696,32602.689704789485
A816821,727,32710.932965410586
A339882,28,31220.03522478034
A339882,31,31229.66333152022
A339882,34,31238.124395018902
A339882,35,31241.042003121896
A339882,84,31407.34566499259
A339882,141,31574.816370104483
A339882,145,31589.696171429754
A339882,147,31596.40667006664
A339882,148,31598.448995738738
A339882,165,31654.175310505936
A339882,281,32018.876323380264
A339882,282,32022.085692293556
A339882,335,32183.72118119946
A339882,392,32387.370226788484
A339882,415,32422.08976321412
A339882,515,32629.531699337036
A339882,540,32739.817285630234
A339882,631,32956.88732849303
A339882,706,33251.85750770579
A339882,710,33264.98674416926
A571895,36,30678.235400054236
A571895,52,30733.669954011133
A571895,224,31157.30665056595
A571895,226,31161.974823530745
A571895,231,31175.10405999422
A571895,346,31526.38407559477
A571895,347,31529.593444508064
A571895,392,31641.62959566306
A571895,395,31649.507137541143
A571895,395,31649.798898351444
A571895,418,31670.513915882704
A571895,421,31679.266740191688
A571895,444,31784.008871089198
A571895,467,31813.47671292944
A571895,598,32398.457137579862
A571895,602,32400.791224062257
A571895,602,32401.08298487256
A571895,643,32494.738204978683
A923493,46,30524.18569221612
A923493,112,30708.28676351508
A923493,131,30735.71227968323
A923493,242,31035.642392671078
A923493,259,31089.32638176618
A923493,283,31134.549307362595
A923493,296,31149.137347877568
A923493,416,31346.951177260602
A923493,438,31406.470382561693
A923493,442,31419.30785821487
A923493,476,31552.934309332024
A923493,495,31577.733978207478
A923493,498,31584.444476844365
A923493,527,31690.937172603666
A923493,633,32067.016857079674
A923493,661,32143.749950188434
A060373,52,31088.15933852498
A060373,93,31234.33150448501
A060373,102,31262.92406389436
A060373,112,31275.469778737235
A060373,112,31276.053300357835
A060373,121,31299.10240437149
A060373,305,31679.266740191688
A060373,364,31842.652793959387
A060373,489,32276.20935806439
A060373,606,32621.65415745895
A060373,608,32627.19761285464
A060373,675,32808.08931524031
A060373,676,32811.298684153604
A060373,692,32877.820148901876
A060373,692,32878.69543133277
A886918,9,30820.322914670076
A886918,136,31221.494028831836
A886918,139,31230.830374761415
A886918,296,31473.28360812027
A886918,322,31563.145937692505
A886918,393,31756.291594110746
A886918,397,31766.503222471227
A886918,414,31807.93325753375
A886918,507,32043.384231445416
A886918,508,32046.010078738112
A886918,533,32157.754469082807
A886918,599,32335.14504174488
A886918,647,32457.392821260353
A886918,694,32568.55368998445
A886918,703,32593.645119670204
A983465,1,31114.709572262233
A983465,79,31376.41901910085
A983465,141,31524.341749922674
A983465,143,31530.760487749263
A983465,251,31828.356514254716
A983465,329,31964.317051854265
A983465,425,32271.541185099595
A983465,440,32289.630355338162
A983465,473,32323.7663701432
A983465,508,32398.74889839016
A983465,519,32426.466175368612
A983465,529,32452.724648295563
A983465,539,32489.486510393293
A983465,552,32510.785049545157
A983465,678,32814.799813877195
A983465,680,32819.759747652286
A983465,680,32820.05150846259
A983465,709,32913.99848937901
A983465,726,32953.38619876944
A254612,62,31307.271707059877
A254612,63,31310.189315162872
A254612,96,31442.940483849125
A254612,140,31524.341749922674
A254612,205,31688.60308612127
A254612,251,31828.064753444414
A254612,254,31836.5258169431
A254612,312,31983.28150452373
A254612,312,31983.28150452373
A254612,330,32036.09021118793
A254612,334,32046.30183954841
A254612,452,32370.448099791112
A254612,513,32605.60731289248
A254612,513,32605.899073702778
A254612,571,32738.358481578736
A254612,697,33097.807799867674
A254612,705,33120.27338226073
A077065,112,31207.78127074776
A077065,112,31208.65655317866
A077065,152,31335.280744848624
A077065,319,31746.955248181166
A077065,320,31750.456377904757
A077065,343,31792.46993458788
A077065,392,31920.261169499045
A077065,523,32281.461052649778
A077065,545,32324.3498917638
A077065,569,32403.125310544652
A077065,605,32453.59993072646
A077065,606,32455.642256398558
A077065,635,32524.20604681893
A077065,713,32713.558812703282
A232885,7,30725.792412133047
A232885,47,30857.960059198704
A232885,56,30883.63501050506
A232885,227,31418.72433659427
A232885,233,31419.01609740457
A232885,413,32060.598119253085
A232885,418,32075.47792057836
A232885,605,32572.34658051834
A002941,81,30751.1756026291
A002941,123,30808.068960637498
A002941,123,30808.944243068396
A002941,266,31200.779011300572
A002941,272,31216.825855867042
A002941,445,31617.996970028802
A002941,470,31660.594048332525
A002941,474,31665.553982107616
A002941,479,31676.057371278395
A002941,512,31758.333919782843
A002941,619,32061.473401683983
A002941,644,32142.291146136937
A002941,661,32202.393873058623
A002941,672,32241.78158244905
A555060,34,31260.298216601663
A555060,35,31263.215824704657
A555060,61,31338.781874572218
A555060,61,31339.073635382516
A555060,99,31477.95178108506
A555060,151,31572.190522811787
A555060,224,31736.74361982068
A555060,308,32027.045626068648
A555060,326,32059.431076011886
A555060,398,32231.56995408857
A555060,413,32268.6235769966
A555060,469,32467.020928000235
A555060,508,32560.967908916664
A555060,639,32972.6424122492
A555060,640,32976.14354197279
A555060,683,33035.37098646359
A555060,704,33068.63171883773
A555060,708,33079.718629629104
A541783,3,30322.578972299194
A541783,100,30574.952073208227
A541783,130,30646.433471731594
A541783,367,31111.791964159238
A541783,378,31117.627180365227
A541783,484,31367.374433981564
A541783,499,31409.971512285287
A541783,578,31680.725544243185
A541783,685,31929.305754618326
A860046,43,30425.278777524603
A860046,72,30514.265824665938
A860046,100,30588.081309671703
A860046,119,30638.26416904321
A860046,250,30980.791360334777
A860046,252,30986.918337351068
A860046,294,31065.401995321623
A860046,294,31065.985516942223
A860046,369,31256.50532606777
A860046,403,31361.830978585876
A860046,419,31404.719817699897
A860046,435,31460.154371656794
A860046,549,31493.415104030933
A860046,555,31504.79377563261
A860046,568,31540.972116109744
A860046,570,31541.263876920046
A860046,577,31553.226070142322
A860046,614,31689.77012936247
A860046,619,31698.814714481752
A860046,623,31701.14880096415
A860046,623,31701.44056177445
A860046,643,31726.823752270502
A860046,643,31727.1155130808
A860046,662,31772.046677866918
A860046,670,31790.719369726085
A860046,678,31791.011130536383
A860046,681,31798.30515079387
A860046,695,31830.98236154741
A860046,711,31884.66635064251
A860046,713,31888.167480366104
A860046,714,31891.0850884691
A860046,717,31896.33678305449
A029424,7,30467.875855828326
A029424,147,30753.801449921797
A029424,152,30766.347164764673
A029424,152,30766.638925574975
A029424,193,30903.76650641572
A029424,194,30906.975875329015
A029424,195,30909.30996181141
A029424,256,31040.01880482557
A029424,257,31042.644652118262
A029424,341,31271.676888203343
A029424,341,31271.96864901364
A029424,382,31389.840016374623
A029424,382,31390.131777184924
A029424,382,31390.131777184924
A029424,518,31525.508793163874
A029424,543,31628.792120009883
A029424,557,31648.048333489645
A029424,702,32166.21553258149
A029424,730,32195.39161361144
A611127,86,30595.95885154979
A611127,90,30605.87871909997
A611127,92,30610.54689206476
A611127,101,30628.05254068273
A611127,108,30644.974667680097
A611127,189,30892.67959562434
A611127,192,30899.973615881827
A611127,206,30931.77554420447
A611127,285,31110.916681728337
A611127,350,31336.15602727952
A611127,464,31809.10030077495
A611127,471,31816.977842653036
A611127,498,31927.263428946233
A611127,550,32160.6720771858
A611127,550,32160.9638379961
A611127,565,32191.598723077543
A611127,654,32416.838068628727
A010045,152,31253.587717964776
A010045,311,31799.180433224767
A010045,341,31885.24987226311
A010045,445,32211.730218988207
A010045,484,32282.336335080676
A010045,505,32336.020324175777
A010045,507,32341.855540381766
A010045,522,32383.57733625459
A010045,526,32393.788964615072
A010045,710,33039.16387699748
A326741,18,30499.677784150965
A326741,19,30503.17891387456
A326741,92,30602.961110996974
A326741,93,30605.295197479372
A326741,137,30699.825700016398
A326741,139,30704.20211217089
A326741,324,31236.957351777706
A326741,325,31238.7079166395
A326741,424,31541.555637730344
A326741,488,31653.30002807504
A326741,498,31670.805676693006
A326741,507,31685.685478018277
A326741,682,31897.503826295688
A326741,690,31906.54841141497
A326741,691,31908.007215466467
A326741,696,31924.929342463834
A326741,696,31925.221103274136
A204054,68,31086.700534473483
A204054,111,31225.870440986328
A204054,166,31356.871044810785
A204054,323,31798.59691160417
A204054,329,31818.14488589423
A204054,346,31870.953592558435
A204054,393,31998.7448274696
A204054,435,32117.19971645118
A204054,532,32534.41767517941
A204054,572,32628.65641690614
A204054,593,32671.54525602016
A204054,595,32677.672233036446
A789649,4,30646.725232541896
A789649,4,30647.89227578309
A789649,146,31082.90764393959
A789649,150,31092.82751148977
A789649,241,31389.548255564325
A789649,252,31413.47264200888
A789649,252,31413.76440281918
A789649,294,31522.882945871177
A789649,334,31660.594048332525
A789649,373,31752.790464387155
A789649,427,31897.795587105986
A789649,438,31943.893795133303
A789649,515,32182.55413795826
A789649,695,32663.084192521474
A789649,699,32671.837016830457
A517649,209,31705.525213118643
A517649,271,31873.28767904083
A517649,298,31933.39040596252
A517649,298,31933.97392758312
A517649,317,31995.827219366605
A517649,318,31998.7448274696
A517649,323,32011.874063933075
A517649,335,32046.010078738112
A517649,432,32420.047437542024
A517649,520,32695.469642464715
A517649,705,33200.50760509308
A014612,60,30579.32848536272
A014612,154,30912.519330724703
A014612,200,31011.134484605922
A014612,201,31015.219135950116
A014612,346,31458.987328415595
A014612,527,31932.515123531623
A014612,615,32197.725700093833
A014612,714,32463.228037466342
A830673,40,30383.556981651782
A830673,61,30422.36116942161
A830673,99,30513.68230304534
A830673,112,30537.606689489894
A830673,168,30663.355598728966
A830673,174,30679.402443295436
A830673,269,30855.04245109571
A830673,296,30918.646307740994
A830673,482,31355.120479948986
A830673,554,31615.662883546407
A830673,666,31874.45472228203
A065709,20,30629.803105544524
A065709,22,30635.054800129918
A065709,26,30642.640581197702
A065709,29,30649.64284064489
A065709,45,30677.36011762334
A065709,215,31335.280744848624
A065709,219,31346.367655640002
A065709,232,31382.25423530684
A065709,405,31927.263428946233
A065709,460,32102.31991512591
A065709,587,32620.195353407453
A065709,693,32999.48440679675
A065709,711,33021.94998918981
A065709,713,33028.952248637
A628244,153,30976.706708990587
A628244,213,31112.667246590136
A628244,231,31147.386783015772
A628244,336,31454.027394640503
A628244,343,31473.575368930567
A628244,349,31480.577628377756
A628244,352,31487.871648635242
A628244,411,31701.14880096415
A628244,488,31847.904488544777
A628244,520,31924.054060032937
A628244,592,32158.921512324003
A628244,710,32475.48199149892
A423193,23,30690.781114897112
A423193,156,31120.54478846822
A423193,377,31479.11882432626
A423193,378,31482.036432429253
A423193,408,31538.63802962735
A423193,408,31538.929790437647
A423193,458,31655.92587536773
A423193,522,31740.828271164875
A423193,548,31816.686081842734
A423193,601,31973.361636973546
A423193,627,32029.087951740745
A423193,637,32052.4288165647
A423193,638,32054.762903047096
A423193,641,32058.26403277069
A423193,641,32058.26403277069
A423193,657,32094.150612437523
A423193,711,32211.730218988207
A423193,722,32223.108890589887
A423193,729,32241.489821638752
A328723,163,31490.49749592794
A328723,190,31523.17470668148
A328723,248,31670.222155072406
A328723,315,31857.24083447436
A328723,341,31960.52416132037
A328723,342,31964.317051854265
A328723,354,31973.945158594146
A328723,377,32037.25725442913
A328723,387,32052.720577375
A328723,460,32139.957059654538
A328723,536,32361.98703629243
A328723,605,32644.70326147261
A328723,615,32665.41827900387
A328723,616,32667.460604675965
A328723,668,32894.450515088945
A328723,682,32916.33257586141
A328723,719,33050.25078778886
A328723,729,33059.878894528745
A664052,115,31116.460137124028
A664052,118,31123.170635760915
A664052,128,31164.89243163374
A664052,156,31260.006455791365
A664052,172,31295.309513837597
A664052,192,31314.85748812766
A664052,208,31367.957955602164
A664052,227,31393.341146098217
A664052,230,31398.30107987331
A664052,344,31749.58109547386
A664052,528,32522.455481957135
A664052,541,32561.55143053726
A664052,651,33005.027862192444
A664052,670,33070.382283699524
A664052,714,33215.09564560805
A664052,729,33236.39418475991
A664052,730,33239.60355367321
A445246,20,30855.33421190601
A445246,50,30941.98717256495
A445246,124,31150.887912739363
A445246,160,31236.08206934681
A445246,160,31236.957351777706
A445246,251,31485.829322963145
A445246,349,31784.008871089198
A445246,355,31801.222758896864
A445246,462,32096.19293810962
A445246,470,32118.36675969238
A445246,528,32273.875271581994
A445246,715,32801.37881660342
A445246,716,32804.004663896114
A445246,716,32804.004663896114
A303025,13,31142.13508843038
A303025,16,31151.179673549665
A303025,42,31222.369311262733
A303025,47,31236.373830157107
A303025,167,31602.24188627263
A303025,192,31642.213117283656
A303025,192,31642.796638904256
A303025,258,31860.450203387656
A303025,261,31868.03598445544
A303025,355,32184.888224440656
A303025,539,32438.720129401187
A303025,543,32448.63999695137
A303025,727,33073.29989180252
A174613,67,31129.589373587503
A174613,105,31225.286919365728
A174613,105,31225.286919365728
A174613,107,31230.830374761415
A174613,175,31435.35470278134
A174613,336,31919.094126257845
A174613,340,31929.305754618326
A174613,518,32436.96956453939
A174613,522,32447.181192899872
A174613,530,32470.81381853413
A174613,575,32669.79469115836
A174613,705,33060.75417695964
A174613,705,33060.75417695964
A174613,709,33073.29989180252
A668856,16,30857.084776767806
A668856,138,31287.723732769813
A668856,158,31322.443269195446
A668856,165,31342.283004295812
A668856,201,31445.56633114182
A668856,201,31446.733374383017
A668856,338,31752.790464387155
A668856,521,32232.44523651947
A668856,597,32422.38152402442
A668856,597,32423.548567265618
A668856,662,32626.90585204434
